longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value,rooms_per_household,bedrooms_per_room,population_per_household
-119.71394776669923,32.77950758247896,38,10945,3272.0,2810,1670,4.677513917243753,INLAND,228479.68081216048,6.553892215568863,0.298949291914116,1.6826347305389222
-114.14666476457752,33.60626578988396,28,7397,1314.0,6295,1485,4.8766786178191985,,293519.4203284939,4.981144781144781,0.17763958361497906,4.239057239057239
-114.15252369344712,41.02669019095152,44,8681,1840.0,3490,1660,4.456748305933955,NEAR OCEAN,306396.68771181593,5.2295180722891565,0.21195714779403294,2.102409638554217
-114.95771053019514,35.49025682078568,6,10174,2994.0,4751,1365,2.5870562122821004,INLAND,143951.09794821806,7.453479853479854,0.29427953607234125,3.4805860805860807
-116.05582688275382,38.1556016708057,5,9549,1742.0,2265,1210,3.8747168740707822,INLAND,227749.94895917745,7.891735537190082,0.182427479317206,1.871900826446281
-121.4548688926274,36.82463142750024,30,5120,1483.0,2112,1002,3.678513072393819,INLAND,200371.5836775064,5.1097804391217565,0.2896484375,2.1077844311377247
-120.9273292445147,36.22419658078109,46,10674,1745.0,4714,1679,3.8512965911611823,<1H OCEAN,239888.54296821277,6.357355568790947,0.16348135656735993,2.80762358546754
-118.61771501971027,37.44654064951843,22,7551,1761.0,4882,1544,5.166228628471074,INLAND,300482.2823594551,4.890544041450777,0.23321414382201033,3.161917098445596
-118.48007077946748,34.24132218492267,42,3089,503.0,3605,820,3.859810144670609,NEAR BAY,245534.63433893025,3.7670731707317073,0.16283586921333765,4.396341463414634
-119.04387124255793,41.69401625623206,48,1891,502.0,414,263,4.7375072624689825,NEAR OCEAN,300180.6578439299,7.190114068441065,0.2654680063458488,1.5741444866920151
-117.70596314485368,40.11026317894592,46,549,156.0,189,126,3.5981167416723663,<1H OCEAN,244245.94997509453,4.357142857142857,0.28415300546448086,1.5
-120.03510516914352,39.39701608440309,27,2882,849.0,1288,512,3.9753139630826295,NEAR OCEAN,264426.51397846447,5.62890625,0.29458709229701596,2.515625
-116.55842359538156,36.85946146222976,37,1335,423.0,576,225,4.637056090502196,<1H OCEAN,266845.0749645504,5.933333333333334,0.31685393258426964,2.56
-120.79779074992078,33.921757235774926,28,2101,555.0,1930,475,1.811725817026928,INLAND,136816.81980178418,4.423157894736842,0.26415992384578774,4.063157894736842
-120.8270946311472,41.06219248194418,36,1204,338.0,1256,303,3.022692385625214,<1H OCEAN,210783.8729877241,3.9735973597359737,0.2807308970099668,4.145214521452146
-122.90229518870336,35.67489972665007,30,9264,2186.0,7167,1768,2.824502677020177,INLAND,181823.22240429127,5.239819004524887,0.23596718480138168,4.053733031674208
-122.27513545770502,32.96599221418148,28,2313,706.0,536,280,2.6182468911425323,INLAND,173975.82153521437,8.260714285714286,0.3052313013402508,1.9142857142857144
-115.52468703500216,35.684354194338844,23,7713,2001.0,3161,1173,3.083872113017143,<1H OCEAN,191287.26571756005,6.57544757033248,0.2594321275768184,2.6947996589940324
-119.64792014647948,39.88845038361172,34,3839,1152.0,2601,710,6.839561285669836,INLAND,357237.70344534685,5.407042253521126,0.30007814535035165,3.6633802816901406
-121.8757485771611,38.29119132839033,40,1522,289.0,992,412,2.364049404320096,INLAND,169426.0877118195,3.6941747572815533,0.18988173455978974,2.407766990291262
-116.45472077977163,39.482798838127195,48,8439,1978.0,4444,1298,5.396363277534672,NEAR OCEAN,319027.1642113331,6.501540832049306,0.23438796065884585,3.4237288135593222
-118.54939251666804,39.880809069920105,32,6932,1900.0,3829,1750,1.6367435093724312,INLAND,82877.65534299977,3.9611428571428573,0.2740911713791114,2.188
-123.9842086834824,34.471177883049045,6,8996,1659.0,3530,1448,3.002069056686246,INLAND,188847.74914282025,6.212707182320442,0.184415295686972,2.4378453038674035
-120.9731131351655,41.091184839666575,31,12763,2373.0,7024,1758,3.755565523355901,NEAR OCEAN,261355.08715058092,7.25995449374289,0.18592807333698974,3.9954493742889645
-122.39458560656232,36.57330330715946,17,6242,1974.0,2474,1111,4.543965318928545,<1H OCEAN,252770.7379259021,5.6183618361836185,0.3162447933354694,2.2268226822682267
-117.51009681797504,38.44282693815673,2,6251,1399.0,5375,1251,4.806897958062855,<1H OCEAN,291606.5387763686,4.996802557953637,0.2238041913293873,4.2965627498001595
-121.39468338557144,32.5214715850567,4,1368,247.0,874,366,4.9878564874391955,INLAND,243774.47655859977,3.737704918032787,0.18055555555555555,2.387978142076503
-123.53754285205858,41.73832703522395,31,5624,1161.0,2434,1552,2.9834302152838776,NEAR OCEAN,238421.7902166111,3.6237113402061856,0.20643669985775248,1.568298969072165
-123.63966311018378,35.11233638946664,50,7775,1691.0,3081,1376,2.8347158228474334,<1H OCEAN,189675.03680233937,5.650436046511628,0.217491961414791,2.239098837209302
-118.2663815608211,33.07718689082344,27,4323,1106.0,1090,546,5.135047772078206,INLAND,229568.99363655705,7.917582417582418,0.2558408512606986,1.9963369963369964
-123.97842075181828,36.76183698628958,24,3380,1037.0,2126,716,3.2024401106540004,INLAND,196286.17646385357,4.720670391061453,0.30680473372781064,2.96927374301676
-115.5423204460119,33.69997953179299,5,7300,2319.0,2094,1146,1.9658823045547251,INLAND,147317.35100132175,6.369982547993019,0.31767123287671234,1.8272251308900525
-122.6149493835758,33.91663840446545,36,976,255.0,467,141,2.095979013359349,NEAR BAY,217808.64706444397,6.921985815602837,0.2612704918032787,3.3120567375886525
-118.01302338100662,38.380230161180954,3,5683,1529.0,6032,1494,2.3076887240766046,INLAND,155267.68043484256,3.8038821954484603,0.2690480380080943,4.037483266398929
-119.6641821142904,36.154224741603166,44,2521,516.0,1508,591,4.365454618922777,<1H OCEAN,235615.06777766708,4.265651438240271,0.2046806822689409,2.55160744500846
-119.6829144834346,41.07322778644145,43,1263,373.0,487,245,3.721368887962082,<1H OCEAN,209918.06688587787,5.155102040816327,0.2953285827395091,1.9877551020408164
-123.46766914792754,35.46815539985505,52,4624,865.0,1796,675,4.7622412550589495,INLAND,223136.21773186256,6.850370370370371,0.1870674740484429,2.660740740740741
-116.0119270478354,39.25347519397028,15,8679,1459.0,5760,1524,2.8798445273986624,NEAR OCEAN,230936.44737210788,5.69488188976378,0.16810692476091715,3.779527559055118
-115.09086465551682,36.78822470044064,9,4159,1312.0,1865,580,3.7484516484985897,INLAND,224288.01394171096,7.1706896551724135,0.31546044722289013,3.2155172413793105
-124.08762999268087,38.63754710050229,16,8034,2385.0,1838,1025,4.625181795307052,INLAND,248771.0782133098,7.838048780487805,0.29686333084391336,1.7931707317073171
-122.3782374078894,38.07716681745871,42,10814,2180.0,4535,1483,3.036768805216566,<1H OCEAN,189807.9401921758,7.291975724881996,0.20159053079341593,3.0579905596763317
-114.98017727428612,36.89689094665868,12,1489,,503,176,4.286835679374058,NEAR BAY,305464.8233695844,8.460227272727273,,2.8579545454545454
-118.5951651494394,41.335568180007265,47,10151,2329.0,3418,1396,2.5912317103798173,<1H OCEAN,235259.40190261175,7.271489971346705,0.22943552359373462,2.4484240687679084
-122.66959630186824,35.68723687762109,9,4695,962.0,1101,605,2.964255097594502,NEAR BAY,242222.03561451027,7.760330578512397,0.20489882854100105,1.8198347107438015
-122.1315373833866,34.148290161618235,3,9868,1961.0,5597,1288,2.939436651049507,INLAND,177972.98314751685,7.661490683229814,0.19872314552087555,4.345496894409938
-117.46814030878144,38.8062747661824,12,3111,539.0,875,435,2.0378027814499027,NEAR BAY,294846.3613133633,7.151724137931034,0.17325618772099002,2.0114942528735633
-116.8068684130819,40.36787032016355,40,2651,645.0,727,353,4.345486048612718,INLAND,235493.7199983268,7.509915014164306,0.24330441342889475,2.0594900849858355
-118.08584655248468,32.87435978144129,32,11802,2666.0,2776,1444,2.8257362409483124,<1H OCEAN,165441.3668040441,8.173130193905816,0.22589391628537536,1.922437673130194
-114.47788652489224,36.68158400233093,19,8679,2058.0,4658,1477,3.510022169053403,NEAR OCEAN,273752.73679172,5.876100203114421,0.2371240926374006,3.1536899119837507
-119.16055124264987,40.80013551409213,35,11830,2208.0,4927,1768,4.333328686764163,INLAND,207618.91039246845,6.6911764705882355,0.18664412510566356,2.786764705882353
-121.13722649614624,39.471453155982665,34,7636,2364.0,2795,1257,4.267119584383148,NEAR BAY,319327.4372236095,6.074781225139221,0.3095861707700367,2.2235481304693714
-119.33222431824689,41.72381176342794,29,6995,1809.0,2476,902,4.7087538565320575,NEAR OCEAN,293365.5295488207,7.754988913525499,0.2586132952108649,2.745011086474501
-120.53140380460056,37.442148447854365,27,2529,766.0,1544,447,3.3390339611725683,<1H OCEAN,211874.1218309915,5.657718120805369,0.3028865164096481,3.4541387024608503
-121.9109578947182,38.637960184850705,6,4673,788.0,1425,615,2.8849736301244113,INLAND,223579.68674825967,7.598373983739838,0.1686282901776161,2.317073170731707
-123.73117485673058,35.31306661458273,14,9056,2317.0,5018,1208,3.3673524252056417,INLAND,214656.0329697996,7.496688741721854,0.2558524734982332,4.153973509933775
-120.60743256563572,41.312081076893726,28,5825,1715.0,1674,701,1.6334584322988406,INLAND,142084.0112178831,8.309557774607704,0.2944206008583691,2.3880171184022823
-116.94362465336064,35.90692004357579,8,4422,912.0,1934,932,1.8199324543574915,NEAR BAY,222540.31571197344,4.744635193133047,0.2062415196743555,2.075107296137339
-124.01193441067302,39.368149627985645,25,2833,519.0,1716,402,1.9247289919774893,NEAR BAY,195666.3936158133,7.04726368159204,0.18319802329685844,4.268656716417911
-119.72037916529946,36.249203898307464,7,6250,1219.0,3304,858,2.2282999212709265,INLAND,172399.74835931772,7.284382284382285,0.19504,3.850815850815851
-117.63110410521136,37.72491604958589,41,4246,834.0,1295,519,4.1782746661153425,NEAR BAY,317949.49000858696,8.18111753371869,0.1964201601507301,2.495183044315992
-117.97387808642206,39.19397757570038,6,2475,559.0,1214,308,2.3222450810210176,NEAR BAY,238033.2684037865,8.035714285714286,0.22585858585858587,3.9415584415584415
-116.2781859539351,37.233087611287594,5,2171,446.0,1025,341,2.944169725949546,,231142.90838985055,6.366568914956011,0.20543528327959465,3.005865102639296
-115.93269890027008,40.93590284025843,34,6332,1242.0,2481,990,6.262958855108973,<1H OCEAN,359805.4775882208,6.395959595959596,0.1961465571699305,2.506060606060606
-116.94060062662224,36.39949918772864,12,3187,829.0,2892,735,2.973326063835242,,241255.29332582725,4.336054421768708,0.2601192343897082,3.9346938775510205
-123.15146349932355,38.51776772273292,19,2404,382.0,1057,287,4.8641014696740985,NEAR BAY,339026.45193972194,8.376306620209059,0.1589018302828619,3.682926829268293
-119.35477107115553,35.6839706296905,17,4699,977.0,2326,984,2.2930253151344147,NEAR BAY,229713.51720190077,4.775406504065041,0.20791657799531815,2.363821138211382
-118.0452592336264,36.29585701454842,12,2814,752.0,1287,395,3.182137366862894,INLAND,166371.27733955675,7.124050632911392,0.26723525230987916,3.258227848101266
-121.6952264041436,36.59246600657204,40,1084,195.0,373,145,2.2761605980092794,<1H OCEAN,166827.0846127918,7.475862068965517,0.17988929889298894,2.5724137931034483
-123.76597146000287,33.67000527030425,36,1951,366.0,514,342,2.9964705593183103,NEAR OCEAN,226839.05265421583,5.704678362573099,0.1875961045617632,1.5029239766081872
-121.91937872706433,33.353030215248765,13,3977,732.0,3745,873,5.094383517747321,NEAR BAY,337244.1499562573,4.555555555555555,0.1840583354287151,4.289805269186712
-119.56007710232709,38.70765628526485,36,7654,1149.0,5328,1722,1.6043293351961898,<1H OCEAN,151048.40350844795,4.444831591173054,0.15011758557616933,3.0940766550522647
-119.97791074564309,38.596314966590384,38,4094,944.0,1702,526,4.243933874088668,<1H OCEAN,253335.2949898916,7.783269961977187,0.23058133854421103,3.23574144486692
-122.39799679046295,38.665060342153886,29,3620,567.0,1937,598,3.8844485137843985,<1H OCEAN,261391.7510742164,6.053511705685619,0.15662983425414365,3.239130434782609
-115.79096146462835,32.683827941687035,31,2082,409.0,1632,527,2.671479716768693,INLAND,176603.73286879694,3.950664136622391,0.19644572526416906,3.096774193548387
-114.7579959788854,35.53688563684755,49,5073,1619.0,1676,716,1.8207963594511831,INLAND,117767.97271140106,7.085195530726257,0.3191405479992115,2.340782122905028
-122.1462471456623,34.33963157951053,24,6295,1927.0,5721,1325,3.6054921439722207,NEAR OCEAN,223684.7735468873,4.750943396226415,0.3061159650516283,4.317735849056604
-114.71835626121434,39.73680822965931,21,5210,972.0,2183,661,2.750350287725192,NEAR BAY,284351.33507412503,7.881996974281392,0.18656429942418426,3.302571860816944
-124.01781821641316,40.50386273298401,29,6179,1252.0,4218,1224,3.875614748937419,NEAR OCEAN,259962.3264882353,5.048202614379085,0.2026217834601068,3.446078431372549
-114.76538277838915,34.79412750820317,44,7333,1678.0,4592,1629,3.524834431893605,<1H OCEAN,216882.65770454335,4.501534683855126,0.22882858311741444,2.8189073050951503
-114.49032634117474,38.71099717728627,37,6707,1969.0,3990,1709,7.176418920828306,INLAND,338781.615154703,3.9245172615564656,0.2935738780378709,2.3346986541837333
-124.07707099723756,33.703074072161954,4,6451,,1796,1065,3.1339367681240677,INLAND,187091.8761717035,6.057276995305164,,1.6863849765258216
-116.41720317287717,35.058918488095934,24,7583,1300.0,3316,1318,2.202132322198901,NEAR BAY,253702.8926363659,5.753414264036419,0.17143610708162996,2.5159332321699543
-114.3039439597876,33.7894868149708,39,12075,2067.0,3346,1664,3.7835928050126792,INLAND,234739.9171794124,7.256610576923077,0.1711801242236025,2.0108173076923075
-114.95979736805866,35.13674312937283,12,8391,1853.0,4928,1441,3.853564282894424,NEAR OCEAN,283570.74816385226,5.823039555863983,0.22083184364199737,3.4198473282442747
-114.29875635579864,38.775049890348285,52,3251,969.0,2523,623,6.434244368226651,<1H OCEAN,333265.7599136126,5.218298555377207,0.2980621347277761,4.04975922953451
-118.58670024188407,40.96604026472284,43,1640,492.0,811,341,5.082483706248745,NEAR BAY,341054.0293177636,4.809384164222874,0.3,2.378299120234604
-123.40280737316904,34.38345839369493,45,1526,257.0,769,312,4.098380831723204,<1H OCEAN,243879.32551307013,4.891025641025641,0.16841415465268678,2.46474358974359
-115.53215018238863,37.54133502504169,5,13031,3227.0,5514,1601,6.742874387821342,NEAR BAY,416875.5971670651,8.139287945034354,0.24764024249865704,3.4440974391005623
-117.93895179074808,39.02293724156392,31,4559,805.0,2037,1054,2.0443024387407416,NEAR OCEAN,192787.13862175675,4.325426944971537,0.17657381004606273,1.9326375711574952
-117.92968520927946,41.36217895691576,28,5208,1389.0,2589,617,2.6172177086872304,INLAND,150876.51558511844,8.440842787682334,0.266705069124424,4.19611021069692
-119.9440131794414,38.17356249085071,33,3594,1099.0,1789,700,2.3003029378430813,<1H OCEAN,180264.80146148836,5.134285714285714,0.30578742348358373,2.5557142857142856
-118.36721183948468,34.87249445855464,45,2338,531.0,1064,593,2.92877892957401,NEAR OCEAN,217755.79633140605,3.942664418212479,0.22711719418306245,1.794266441821248
-122.63348625332164,38.316946859299605,19,6959,1142.0,2944,1467,1.8785331512485828,INLAND,149715.92084137275,4.743694614860259,0.16410403793648512,2.006816632583504
-116.65434572902528,35.48056780360555,28,4353,1082.0,4827,1148,4.645123344041778,NEAR OCEAN,281955.0304278157,3.7918118466898956,0.24856420859177578,4.204703832752613
-123.43482346501428,41.57799403343288,36,11898,2611.0,3540,1597,3.1581922348015494,<1H OCEAN,224877.2099778255,7.450219160926737,0.21944864683140022,2.21665623043206
-116.75623617615332,36.21698805702182,40,3795,1092.0,2141,626,1.8006310152087994,INLAND,98081.33830090796,6.062300319488818,0.28774703557312253,3.4201277955271565
-115.54042008922649,38.87447780307743,41,4734,984.0,1783,913,2.209993144429182,<1H OCEAN,152300.67907873713,5.185104052573932,0.20785804816223066,1.9529025191675795
-119.38081948884222,32.716016515824855,18,2207,659.0,668,324,4.019193382396266,<1H OCEAN,244240.84570029107,6.811728395061729,0.29859537834164024,2.0617283950617282
-118.9997302662181,36.220571449053224,52,11650,2290.0,7091,1751,5.089384783382211,<1H OCEAN,254596.9701374583,6.653340948029697,0.1965665236051502,4.049685893774986
-121.0154144161948,40.638500803899355,1,8027,1419.0,1889,979,8.572238507645634,NEAR BAY,500000.0,8.199182839632277,0.17677837299115484,1.9295199182839633
-114.311522445999,38.175115233229185,26,8713,1761.0,1631,1049,12.951843195332987,NEAR OCEAN,500000.0,8.30600571973308,0.202111786984965,1.5548141086749285
-116.72213035949264,36.62866884348258,32,5619,876.0,2404,814,4.205882938948709,ISLAND,324072.0076754923,6.902948402948403,0.15589962626801923,2.9533169533169534
-120.43631675633648,41.20421874475225,4,4364,863.0,2301,575,2.236043134405165,NEAR OCEAN,239488.1889862097,7.589565217391304,0.19775435380384968,4.001739130434783
-122.41696466042336,40.44205469816923,24,12783,3352.0,4189,1713,1.3372017358299466,INLAND,96739.0707622238,7.462346760070052,0.26222326527419226,2.445417396380619
-121.96028815953868,35.49660576655332,31,5605,976.0,1761,941,3.9372013673181674,INLAND,210185.1756691868,5.956429330499469,0.17413024085637824,1.871413390010627
-119.46799268167749,37.56430013898446,32,8799,1486.0,5449,1253,2.4209899024039374,<1H OCEAN,156904.90887988504,7.022346368715084,0.16888282759404477,4.348762968874701
-114.58580231679376,37.0553655816599,7,708,122.0,630,182,2.895301448577086,NEAR BAY,277510.5386155594,3.89010989010989,0.17231638418079095,3.4615384615384617
-116.71170727323864,38.379483251068216,15,4250,694.0,2313,583,2.6499915211396963,INLAND,190324.57750426175,7.289879931389366,0.1632941176470588,3.967409948542024
-122.00451376857268,35.607234782716425,13,12214,3648.0,5411,1470,3.276068584176935,INLAND,215440.63633027053,8.308843537414965,0.2986736531848698,3.6809523809523808
-115.43247643912724,34.77110650712276,34,1048,325.0,941,267,5.638911801256515,<1H OCEAN,326397.4817012343,3.9250936329588013,0.3101145038167939,3.5243445692883895
-120.34235466530126,40.98784806787648,18,2227,352.0,758,290,3.745937260002,NEAR BAY,288621.914473532,7.679310344827586,0.15806017063313876,2.613793103448276
-115.5124337359243,41.09203284533611,30,12084,3374.0,3612,1480,3.2498678154087592,<1H OCEAN,204233.78490759424,8.164864864864866,0.27921218139688847,2.4405405405405407
-121.73466410059248,40.3429028375864,39,2955,814.0,2284,638,2.1901188488307253,<1H OCEAN,147190.69759757197,4.631661442006269,0.2754653130287648,3.579937304075235
-117.88966175824956,41.597301206110416,42,3552,1135.0,2076,580,1.6427845113977544,<1H OCEAN,170664.77659422412,6.124137931034483,0.3195382882882883,3.579310344827586
-114.74796102157092,39.4284211897511,10,8701,1820.0,4550,1069,2.8043209971442207,<1H OCEAN,228171.9801297688,8.139382600561273,0.20917135961383748,4.256314312441535
-121.5694811066925,39.6114052256266,47,3711,737.0,1408,447,3.406883187736676,INLAND,165893.09665933065,8.302013422818792,0.1985987604419294,3.149888143176734
-117.13214877602428,39.59208785525256,9,795,180.0,452,192,7.733553513026897,NEAR OCEAN,439175.3782162618,4.140625,0.22641509433962265,2.3541666666666665
-114.12941127643714,36.96965096776345,2,666,197.0,371,127,3.701075801915,INLAND,216542.5365417747,5.244094488188976,0.2957957957957958,2.921259842519685
-122.66389747012136,36.74500540898273,3,1769,484.0,830,253,5.431594731990796,ISLAND,384528.1325123811,6.992094861660079,0.2736009044657999,3.280632411067194
-123.29829663485312,34.734104368185726,11,1779,409.0,1057,386,2.787979055951051,INLAND,183331.1020122341,4.608808290155441,0.2299044406970208,2.738341968911917
-117.32320903706288,38.4968185075414,46,6605,1265.0,4891,1289,2.047818960573286,NEAR OCEAN,165852.0650665765,5.124127230411172,0.19152157456472368,3.7944142746314973
-120.73469333295988,35.19067726575171,11,2242,613.0,1981,620,2.260751899837841,<1H OCEAN,165193.23646838855,3.6161290322580646,0.2734165923282783,3.195161290322581
-123.47330633086078,34.8976182102319,37,1024,302.0,367,240,2.5184616806978504,INLAND,117005.3418440492,4.266666666666667,0.294921875,1.5291666666666666
-119.35188269758724,37.94944077909331,22,909,198.0,454,144,9.09578736663583,<1H OCEAN,431055.5888939745,6.3125,0.21782178217821782,3.1527777777777777
-116.51153906763166,36.312836210492904,3,6231,1643.0,3074,921,2.4118063615208083,INLAND,160103.06624689724,6.765472312703583,0.263681592039801,3.3376764386536375
-121.29175151576509,34.535366461790076,24,10326,2251.0,6360,1531,5.090215368151524,NEAR BAY,337531.86114259093,6.744611365120836,0.21799341468138678,4.154147615937296
-120.78252184944763,40.08932095580133,2,5093,1178.0,1860,689,2.3249133507747133,NEAR BAY,217514.4420988047,7.3918722786647315,0.23129785980757903,2.699564586357039
-115.57386611340088,40.50330024943769,25,1266,303.0,719,227,5.3079614604687775,INLAND,290951.3881758049,5.577092511013216,0.23933649289099526,3.1674008810572687
-118.89526649493284,34.059605533003364,30,2448,690.0,1447,503,4.150496371778447,NEAR OCEAN,272613.2771536866,4.866799204771372,0.2818627450980392,2.8767395626242545
-115.604133918174,32.569815405039996,28,3428,1084.0,2914,958,3.252789533033115,,230985.52253115975,3.578288100208768,0.3162193698949825,3.0417536534446765
-119.64682718013415,35.62600870732317,15,1981,447.0,741,437,3.426902744307788,INLAND,199272.9670866098,4.533180778032037,0.22564361433619384,1.6956521739130435
-114.47965335208694,39.916850771830994,40,8924,1858.0,7232,1763,2.599568675057391,NEAR OCEAN,184378.178742647,5.061826432217811,0.2082025997310623,4.102098695405559
